Kenya election 2017: President Kenyatta urges peaceful vote\tBBC News\t2017-08-07T23:39:49Z\tUhuru Kenyatta appeals for calm as he faces rival Raila Odinga in Tuesday's general election.\thttp://www.bbc.co.uk/news/world-africa-40855040
'Dodgy' greenhouse gas data threatens Paris accord\tBBC News\t2017-08-07T23:22:58Z\tThere are huge uncertainties in greenhouse gas totals due to inaccurate data, the BBC finds.\thttp://www.bbc.co.uk/news/science-environment-40669449
Venezuela: Hackers target Venezuelan government sites\tBBC News\t2017-08-07T21:19:50Z\tMessages appeared to support armed men who attacked a military base, and decried the "dictatorship".\thttp://www.bbc.co.uk/news/world-latin-america-40853490
Fleeing Trump: Couple leaving the Carolinas for Canada\tBBC News\t2017-08-07T21:28:49Z\tMany anti-Trump Americans talked about leaving the US for Canada. This couple is actually doing it.\thttp://www.bbc.co.uk/news/av/world-us-canada-40855318/fleeing-trump-couple-leaving-the-carolinas-for-canada
Driver crawls across ladder in Texas floods\tBBC News\t2017-08-07T21:07:51Z\tFirefighters in Texas extend a ladder to a stranded driver as the floodwaters wreak havoc below.\thttp://www.bbc.co.uk/news/av/world-us-canada-40857989/driver-crawls-across-ladder-in-texas-floods
9/11 victim identified 16 years on\tBBC News\t2017-08-07T19:50:15Z\tThe man is the 1,641st victim to be identified, out of the 2,753 people who died in the attack.\thttp://www.bbc.co.uk/news/world-us-canada-40855907
Four men who negotiate with IS\tBBC News\t2017-08-07T10:49:24Z\tFour men are negotiating with Islamic State over the release of Yazidi women\thttp://www.bbc.co.uk/news/av/world-40832600/four-men-who-negotiate-with-is
Colorado bear drives car after getting stuck inside\tBBC News\t2017-08-07T16:21:27Z\tBears commonly trap themselves in vehicles in Colorado, but rarely crash the car in the process.\thttp://www.bbc.co.uk/news/world-us-canada-40852915
Toronto police officer buys shoplifter suit he tried to steal\tBBC News\t2017-08-07T15:59:55Z\tThe 18-year-old said he had stolen the shirt and tie from Walmart for a job interview outfit.\thttp://www.bbc.co.uk/news/world-us-canada-40852824
North Korea vows to retaliate against US over sanctions\tBBC News\t2017-08-07T19:29:55Z\tPyongyang threatens the US for drafting fresh sanctions that were approved by the UN on Saturday.\thttp://www.bbc.co.uk/news/world-asia-40846959
